platform,account_name,dv01_id,as_of_date,loan_term_orig,loan_origination_date,loan_payment_date_first_contractual,loan_maturity_date_orig,loan_age,rem_term,fico_orig,home_ownership,inquiries_last_6_months,delinq_accts_2_years,number_tl_open_last_12_months,annual_inc,annual_inc_verified,credit_age,bc_utilization,revolving_utilization,state_borr,employ_status,job_length,loan_purpose,loan_rate_gross_orig,apr,eop_status,dti_orig,loan_grade,loan_ever_modified,loan_balance_orig,eop_balance,loan_payment_scheduled_amt_orig,pti_orig,dti_plus_pti_orig,eop_days_past_due
Prosper,PAR_2026_1,2473271,12/31/2025,36,12/24/2025,1/24/2026,12/24/2028,0,36,631,,,,,,No,,,,,,,Debt Consolidation,0.2207,0.01839,Current,0.219,PP-D,0,7221.42,7221.42,276.05,,0.219,0
Prosper,PAR_2026_1,2460810,12/31/2025,36,12/4/2025,1/4/2026,12/4/2028,0,36,723,,,,,,No,,,,,,,Debt Consolidation,0.117,0.00975,Current,0.3048,PP-A,1,12000,12000,396.85,,0.3048,0
Prosper,PAR_2026_1,2465525,12/31/2025,36,12/12/2025,1/12/2026,12/12/2028,0,36,810,,,,,,No,,,,,,,Debt Consolidation,0.2475,0.02063,Current,0.0238,PP-E,0,2000,2000,79.26,,0.0238,0
Prosper,PAR_2026_1,2469606,12/31/2025,48,12/18/2025,1/18/2026,12/18/2029,0,48,674,,,,,,No,,,,,,,Household Expenses,0.1787,0.01489,Current,0.1376,PP-C,0,7691.46,7691.46,225.41,,0.1376,0
Prosper,PAR_2026_1,2464877,12/31/2025,36,12/11/2025,1/11/2026,12/11/2028,0,36,630,,,,,,No,,,,,,,Special Occasion,0.1348,0.01123,Current,0.0344,PP-B,1,2500,2500,84.81,,0.0344,0
Prosper,PAR_2026_1,2470602,12/31/2025,36,12/22/2025,1/22/2026,12/22/2028,0,36,655,,,,,,No,,,,,,,Debt Consolidation,0.277,0.02308,Current,0.1394,PP-E,0,3000,3000,123.61,,0.1394,0
Prosper,PAR_2026_1,2461298,12/31/2025,60,12/5/2025,1/5/2026,12/5/2030,0,60,668,,,,,,No,,,,,,,Debt Consolidation,0.1369,0.01141,Current,0.3863,PP-B,0,27469.51,27469.51,634.76,,0.3863,0
Prosper,PAR_2026_1,2473761,12/31/2025,60,12/26/2025,1/26/2026,12/26/2030,0,60,704,,,,,,No,,,,,,,Debt Consolidation,0.2463,0.02053,Current,0.24,PP-D,1,19442.28,19442.28,566.45,,0.24,0
Prosper,PAR_2026_1,2477584,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,693,,,,,,No,,,,,,,Debt Consolidation,0.1104,0.0092,Current,0.2341,PP-A,0,50000,50000,1088.12,,0.2341,0
Prosper,PAR_2026_1,2473879,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,687,,,,,,No,,,,,,,Debt Consolidation,0.1374,0.01145,Current,0.2266,PP-B,0,10500,10500,242.9,,0.2266,0
Prosper,PAR_2026_1,2459697,12/31/2025,36,12/2/2025,1/2/2026,12/2/2028,0,36,688,,,,,,No,,,,,,,Debt Consolidation,0.2085,0.01738,Current,0.2074,PP-D,0,23000,23000,864.76,,0.2074,0
Prosper,PAR_2026_1,2482513,12/31/2025,60,12/31/2025,1/31/2026,12/31/2030,0,60,656,,,,,,No,,,,,,,Debt Consolidation,0.1375,0.01146,Current,0.2479,PP-B,0,12000,12000,277.67,,0.2479,0
Prosper,PAR_2026_1,2474396,12/31/2025,60,12/29/2025,1/29/2026,12/29/2030,0,60,773,,,,,,No,,,,,,,Debt Consolidation,0.08,0.00667,Current,0.158,PP-AA,1,4347.35,4347.35,88.15,,0.158,0
Prosper,PAR_2026_1,2481565,12/31/2025,60,12/30/2025,1/30/2026,12/30/2030,0,60,793,,,,,,No,,,,,,,Debt Consolidation,0.0898,0.00748,Current,0.288,PP-AA,1,24500,24500,508.34,,0.288,0
Prosper,PAR_2026_1,2460905,12/31/2025,36,12/4/2025,1/4/2026,12/4/2028,0,36,763,,,,,,No,,,,,,,Debt Consolidation,0.0801,0.00668,Current,0.4402,PP-AA,1,21736.77,21736.77,681.25,,0.4402,0
Prosper,PAR_2026_1,2479189,12/31/2025,60,12/24/2025,1/24/2026,12/24/2030,0,60,782,,,,,,No,,,,,,,Home Improvement,0.136,0.01133,Current,0.4096,PP-B,1,35500,35500,818.68,,0.4096,0
Prosper,PAR_2026_1,2468883,12/31/2025,60,12/17/2025,1/17/2026,12/17/2030,0,60,647,,,,,,No,,,,,,,Debt Consolidation,0.1361,0.01134,Current,0.1027,PP-B,0,14284.14,14284.14,329.49,,0.1027,0
Prosper,PAR_2026_1,2466052,12/31/2025,60,12/3/2025,1/3/2026,12/3/2030,0,58,675,,,,,,No,,,,,,,Debt Consolidation,0.2781,0.02318,Current,0.2292,PP-E,1,20000,19714.81,620.43,,0.2292,0
Prosper,PAR_2026_1,2472152,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,771,,,,,,No,,,,,,,Debt Consolidation,0.1227,0.01023,Current,0.4591,PP-A,1,48000,48000,1074.29,,0.4591,0
Prosper,PAR_2026_1,2476496,12/31/2025,60,12/31/2025,1/31/2026,12/31/2030,0,60,707,,,,,,No,,,,,,,Debt Consolidation,0.1136,0.00947,Current,0.195,PP-A,1,20000,20000,438.45,,0.195,0
Prosper,PAR_2026_1,2474041,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,695,,,,,,No,,,,,,,Home Improvement,0.1022,0.00852,Current,0.4596,PP-A,1,32605.15,32605.15,696.3,,0.4596,0
Prosper,PAR_2026_1,2471745,12/31/2025,36,12/23/2025,1/23/2026,12/23/2028,0,36,643,,,,,,No,,,,,,,Debt Consolidation,0.1848,0.0154,Current,0.2559,PP-C,1,13185.36,13185.36,479.86,,0.2559,0
Prosper,PAR_2026_1,2461050,12/31/2025,60,12/4/2025,1/4/2026,12/4/2030,0,60,683,,,,,,No,,,,,,,Debt Consolidation,0.1369,0.01141,Current,0.2601,PP-B,0,21000,21000,485.26,,0.2601,0
Prosper,PAR_2026_1,2470460,12/31/2025,60,12/19/2025,1/19/2026,12/19/2030,0,60,815,,,,,,No,,,,,,,Medical Expenses,0.0833,0.00694,Current,0.0152,PP-AA,0,3803.93,3803.93,77.73,,0.0152,0
Prosper,PAR_2026_1,2475220,12/31/2025,60,12/18/2025,1/18/2026,12/18/2030,0,60,675,,,,,,No,,,,,,,Debt Consolidation,0.222,0.0185,Current,0.4358,PP-D,0,23330.74,23330.74,647.03,,0.4358,0
Prosper,PAR_2026_1,2460578,12/31/2025,60,12/3/2025,1/3/2026,12/3/2030,0,60,727,,,,,,No,,,,,,,Debt Consolidation,0.0876,0.0073,Current,0.3444,PP-AA,1,42000,42000,866.97,,0.3444,0
Prosper,PAR_2026_1,2475860,12/31/2025,60,12/30/2025,1/30/2026,12/30/2030,0,60,711,,,,,,No,,,,,,,Debt Consolidation,0.2144,0.01787,Current,0.0544,PP-D,0,8887.9,8887.9,242.65,,0.0544,0
Prosper,PAR_2026_1,2464438,12/31/2025,60,12/1/2025,1/1/2026,12/1/2030,0,60,709,,,,,,No,,,,,,,Debt Consolidation,0.132,0.011,Current,0.221,PP-B,0,10987.8,10987.8,251.13,,0.221,0
Prosper,PAR_2026_1,2468564,12/31/2025,60,12/17/2025,1/17/2026,12/17/2030,0,58,694,,,,,,No,,,,,,,Home Improvement,0.134,0.01117,Current,0.5032,PP-B,1,13185.36,12916.53002,302.71,,0.5032,0
Prosper,PAR_2026_1,2466734,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,723,,,,,,No,,,,,,,Debt Consolidation,0.1343,0.01119,Current,0.2625,PP-B,0,13500,13500,310.15,,0.2625,0
Prosper,PAR_2026_1,2474871,12/31/2025,60,12/30/2025,1/30/2026,12/30/2030,0,60,720,,,,,,No,,,,,,,Home Improvement,0.0923,0.00769,Current,0.149,PP-AA,0,12000,12000,250.44,,0.149,0
Prosper,PAR_2026_1,2473023,12/31/2025,36,12/24/2025,1/24/2026,12/24/2028,0,3,675,,,,,,No,,,,,,,Debt Consolidation,0.1789,0.01491,Current,0.2667,PP-C,0,7500,681.6,270.73,,0.2667,0
Prosper,PAR_2026_1,2460452,12/31/2025,60,12/3/2025,1/3/2026,12/3/2030,0,60,748,,,,,,No,,,,,,,Household Expenses,0.16,0.01333,Current,0.3315,PP-B,0,10987.8,10987.8,267.2,,0.3315,0
Prosper,PAR_2026_1,2474132,12/31/2025,60,12/29/2025,1/29/2026,12/29/2030,0,60,717,,,,,,No,,,,,,,Debt Consolidation,0.1753,0.01461,Current,0.2388,PP-C,0,8790.24,8790.24,220.97,,0.2388,0
Prosper,PAR_2026_1,2461773,12/31/2025,60,12/8/2025,1/8/2026,12/8/2030,0,60,644,,,,,,No,,,,,,,Other,0.1315,0.01096,Current,0.1927,PP-B,0,17000,17000,388.11,,0.1927,0
Prosper,PAR_2026_1,2464338,12/31/2025,60,12/10/2025,1/10/2026,12/10/2030,0,60,663,,,,,,No,,,,,,,Debt Consolidation,0.3025,0.02521,Current,0.3787,PP-E,0,20000,20000,650.14,,0.3787,0
Prosper,PAR_2026_1,2474193,12/31/2025,60,12/29/2025,1/29/2026,12/29/2030,0,60,700,,,,,,No,,,,,,,Debt Consolidation,0.0858,0.00715,Current,0.3656,PP-AA,1,10868.38,10868.38,223.4,,0.3656,0
Prosper,PAR_2026_1,2475759,12/31/2025,36,12/31/2025,1/31/2026,12/31/2028,0,36,704,,,,,,No,,,,,,,Debt Consolidation,0.0976,0.00813,Current,0.1003,PP-A,1,10000,10000,321.55,,0.1003,0
Prosper,PAR_2026_1,2465298,12/31/2025,36,12/11/2025,1/11/2026,12/11/2028,0,36,671,,,,,,No,,,,,,,Debt Consolidation,0.1475,0.01229,Current,0.157,PP-B,0,21426.22,21426.22,740.13,,0.157,0
Prosper,PAR_2026_1,2479111,12/31/2025,60,12/24/2025,1/24/2026,12/24/2030,0,60,676,,,,,,No,,,,,,,Home Improvement,0.1878,0.01565,Current,0.0581,PP-B,1,16000,16000,413.11,,0.0581,0
Prosper,PAR_2026_1,2474608,12/31/2025,60,12/17/2025,1/17/2026,12/17/2030,0,60,751,,,,,,No,,,,,,,Debt Consolidation,0.1784,0.01487,Current,0.532,PP-C,0,7500,7500,189.8,,0.532,0
Prosper,PAR_2026_1,2481589,12/31/2025,60,12/30/2025,1/30/2026,12/30/2030,0,60,698,,,,,,No,,,,,,,Debt Consolidation,0.2995,0.02496,Current,0.3168,PP-E,1,12000,12000,387.87,,0.3168,0
Prosper,PAR_2026_1,2468731,12/31/2025,48,12/9/2025,1/9/2026,12/9/2029,0,48,679,,,,,,No,,,,,,,Debt Consolidation,0.0924,0.0077,Current,0.3036,PP-AA,0,11000,11000,274.99,,0.3036,0
Prosper,PAR_2026_1,2474157,12/31/2025,60,12/29/2025,1/29/2026,12/29/2030,0,60,675,,,,,,No,,,,,,,Debt Consolidation,0.1944,0.0162,Current,0.5504,PP-C,1,14500,14500,379.66,,0.5504,0
Prosper,PAR_2026_1,2467681,12/31/2025,60,12/8/2025,1/8/2026,12/8/2030,0,60,704,,,,,,No,,,,,,,Other,0.162,0.0135,Current,0.0426,PP-B,0,8000,8000,195.4,,0.0426,0
Prosper,PAR_2026_1,2469888,12/31/2025,60,12/19/2025,1/19/2026,12/19/2030,0,60,724,,,,,,No,,,,,,,Debt Consolidation,0.1315,0.01096,Current,0.1544,PP-B,0,23500,23500,536.5,,0.1544,0
Prosper,PAR_2026_1,2466909,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,740,,,,,,No,,,,,,,Other,0.1104,0.0092,Current,0.1689,PP-A,0,17389.41,17389.41,378.43,,0.1689,0
Prosper,PAR_2026_1,2466672,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,733,,,,,,No,,,,,,,Debt Consolidation,0.1085,0.00904,Current,0.3371,PP-A,0,15500,15500,335.85,,0.3371,0
Prosper,PAR_2026_1,2473743,12/31/2025,60,12/26/2025,1/26/2026,12/26/2030,0,60,660,,,,,,No,,,,,,,Debt Consolidation,0.1798,0.01498,Current,0.1125,PP-C,0,4395.12,4395.12,111.56,,0.1125,0
Prosper,PAR_2026_1,2479375,12/31/2025,60,12/24/2025,1/24/2026,12/24/2030,0,60,706,,,,,,No,,,,,,,Debt Consolidation,0.1106,0.00922,Current,0.1286,PP-A,1,17500,17500,381.02,,0.1286,0
Prosper,PAR_2026_1,2476221,12/31/2025,60,12/31/2025,1/31/2026,12/31/2030,0,60,749,,,,,,No,,,,,,,Other,0.1416,0.0118,Current,0.2853,PP-B,0,23074.39,23074.39,538.82,,0.2853,0
Prosper,PAR_2026_1,2461749,12/31/2025,48,12/8/2025,1/8/2026,12/8/2029,0,48,826,,,,,,No,,,,,,,Home Improvement,0.0821,0.00684,Current,0.1561,PP-AA,1,23000,23000,563.77,,0.1561,0
Prosper,PAR_2026_1,2475297,12/31/2025,60,12/30/2025,1/30/2026,12/30/2030,0,60,672,,,,,,No,,,,,,,Debt Consolidation,0.238,0.01983,Current,0.0741,PP-C,0,10000,10000,286.52,,0.0741,0
Prosper,PAR_2026_1,2471956,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,678,,,,,,No,,,,,,,Debt Consolidation,0.2285,0.01904,Current,0.2371,PP-C,0,18679.27,18679.27,524.97,,0.2371,0
Prosper,PAR_2026_1,2461286,12/31/2025,60,12/5/2025,1/5/2026,12/5/2030,0,60,709,,,,,,No,,,,,,,Debt Consolidation,0.2765,0.02304,Current,0.4241,PP-E,0,20000,20000,618.5,,0.4241,0
Prosper,PAR_2026_1,2466760,12/31/2025,60,12/4/2025,1/4/2026,12/4/2030,0,60,692,,,,,,No,,,,,,,Home Improvement,0.2073,0.01728,Current,0.2433,PP-C,0,15694.98,15694.98,422.22,,0.2433,0
Prosper,PAR_2026_1,2464334,12/31/2025,60,12/10/2025,1/10/2026,12/10/2030,0,60,749,,,,,,No,,,,,,,Large Purchase,0.1374,0.01145,Current,0.0447,PP-B,0,3000,3000,69.4,,0.0447,0
Prosper,PAR_2026_1,2476678,12/31/2025,60,12/22/2025,1/22/2026,12/22/2030,0,60,705,,,,,,No,,,,,,,Other,0.1817,0.01514,Current,0.5162,PP-C,0,15500,15500,395.03,,0.5162,0
Prosper,PAR_2026_1,2464866,12/31/2025,60,12/11/2025,1/11/2026,12/11/2030,0,60,679,,,,,,No,,,,,,,Other,0.1975,0.01646,Current,0.3485,PP-C,0,31000,31000,817,,0.3485,0
Prosper,PAR_2026_1,2475757,12/31/2025,36,12/18/2025,1/18/2026,12/18/2028,0,36,685,,,,,,No,,,,,,,Debt Consolidation,0.1228,0.01023,Current,0.2766,PP-B,0,7691.46,7691.46,256.5,,0.2766,0
Prosper,PAR_2026_1,2473677,12/31/2025,60,12/26/2025,1/26/2026,12/26/2030,0,60,654,,,,,,No,,,,,,,Large Purchase,0.1208,0.01007,Current,0.3338,PP-A,1,31518.31,31518.31,702.38,,0.3338,0
Prosper,PAR_2026_1,2467956,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,708,,,,,,No,,,,,,,Debt Consolidation,0.3015,0.02513,Current,0.3406,PP-E,1,15000,15000,486.68,,0.3406,0
Prosper,PAR_2026_1,2458653,12/31/2025,36,12/1/2025,1/1/2026,12/1/2028,0,36,615,,,,,,No,,,,,,,Debt Consolidation,0.2235,0.01863,Current,0.1686,PP-D,1,4000,4000,153.49,,0.1686,0
Prosper,PAR_2026_1,2468294,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,710,,,,,,No,,,,,,,Debt Consolidation,0.1315,0.01096,Current,0.1882,PP-B,0,16000,16000,365.28,,0.1882,0
Prosper,PAR_2026_1,2467713,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,820,,,,,,No,,,,,,,Home Improvement,0.0816,0.0068,Current,0.1507,PP-AA,1,22500,22500,457.94,,0.1507,0
Prosper,PAR_2026_1,2460443,12/31/2025,36,12/3/2025,1/3/2026,12/3/2028,0,36,725,,,,,,No,,,,,,,Medical Expenses,0.1361,0.01134,Current,0.2025,PP-B,0,11500,11500,390.87,,0.2025,0
Prosper,PAR_2026_1,2470584,12/31/2025,36,12/22/2025,1/22/2026,12/22/2028,0,36,600,,,,,,No,,,,,,,Debt Consolidation,0.1652,0.01377,Current,0.2909,PP-C,1,6000,6000,212.49,,0.2909,0
Prosper,PAR_2026_1,2466877,12/31/2025,60,12/5/2025,1/5/2026,12/5/2030,0,60,688,,,,,,No,,,,,,,Debt Consolidation,0.2152,0.01793,Current,0.3386,PP-D,1,16664.82,16664.82,455.73,,0.3386,0
Prosper,PAR_2026_1,2466144,12/31/2025,36,12/15/2025,1/15/2026,12/15/2028,0,36,764,,,,,,No,,,,,,,Debt Consolidation,0.1076,0.00897,Current,0.2573,PP-A,1,38039.34,38039.34,1241.04,,0.2573,0
Prosper,PAR_2026_1,2460738,12/31/2025,60,12/4/2025,1/4/2026,12/4/2030,0,60,768,,,,,,No,,,,,,,Debt Consolidation,0.0886,0.00738,Current,0.1783,PP-A,0,16302.58,16302.58,337.31,,0.1783,0
Prosper,PAR_2026_1,2480329,12/31/2025,48,12/29/2025,1/29/2026,12/29/2029,0,48,718,,,,,,No,,,,,,,Debt Consolidation,0.1252,0.01043,Current,0.2996,PP-B,0,30000,30000,797.7,,0.2996,0
Prosper,PAR_2026_1,2471390,12/31/2025,60,12/22/2025,1/22/2026,12/22/2030,0,60,709,,,,,,No,,,,,,,Debt Consolidation,0.1098,0.00915,Current,0.5184,PP-A,1,50000,50000,1086.62,,0.5184,0
Prosper,PAR_2026_1,2474765,12/31/2025,36,12/30/2025,1/30/2026,12/30/2028,0,36,620,,,,,,No,,,,,,,Debt Consolidation,0.2235,0.01863,Current,0.4763,PP-D,1,5554.94,5554.94,213.15,,0.4763,0
Prosper,PAR_2026_1,2468473,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,825,,,,,,No,,,,,,,Debt Consolidation,0.1064,0.00887,Current,0.2923,PP-A,1,18000,18000,388.14,,0.2923,0
Prosper,PAR_2026_1,2466895,12/31/2025,60,12/5/2025,1/5/2026,12/5/2030,0,60,710,,,,,,No,,,,,,,Debt Consolidation,0.1064,0.00887,Current,0.5455,PP-A,1,40756.44,40756.44,878.84,,0.5455,0
Prosper,PAR_2026_1,2469392,12/31/2025,60,12/18/2025,1/18/2026,12/18/2030,0,60,818,,,,,,No,,,,,,,Debt Consolidation,0.1064,0.00887,Current,0.0969,PP-A,1,20000,20000,431.27,,0.0969,0
Prosper,PAR_2026_1,2469243,12/31/2025,60,12/18/2025,1/18/2026,12/18/2030,0,60,656,,,,,,No,,,,,,,Debt Consolidation,0.3025,0.02521,Current,0.3462,PP-E,1,12000,12000,390.09,,0.3462,0
Prosper,PAR_2026_1,2472981,12/31/2025,48,12/24/2025,1/24/2026,12/24/2029,0,48,665,,,,,,No,,,,,,,Debt Consolidation,0.1781,0.01484,Current,0.1579,PP-C,0,17000,17000,497.69,,0.1579,0
Prosper,PAR_2026_1,2473224,12/31/2025,36,12/26/2025,1/26/2026,12/26/2028,0,36,672,,,,,,No,,,,,,,Debt Consolidation,0.1348,0.01123,Current,0.0822,PP-B,0,6036.7,6036.7,204.8,,0.0822,0
Prosper,PAR_2026_1,2465239,12/31/2025,60,12/2/2025,1/2/2026,12/2/2030,0,60,716,,,,,,No,,,,,,,Debt Consolidation,0.2154,0.01795,Current,0.5104,PP-C,1,10987.8,10987.8,300.6,,0.5104,0
Prosper,PAR_2026_1,2472325,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,645,,,,,,No,,,,,,,Debt Consolidation,0.3025,0.02521,Current,0.1422,PP-E,1,16500,16500,536.37,,0.1422,0
Prosper,PAR_2026_1,2468555,12/31/2025,60,12/17/2025,1/17/2026,12/17/2030,0,60,710,,,,,,No,,,,,,,Debt Consolidation,0.1434,0.01195,Current,0.4575,PP-B,0,18000,18000,422.01,,0.4575,0
Prosper,PAR_2026_1,2465285,12/31/2025,60,12/11/2025,1/11/2026,12/11/2030,0,59,707,,,,,,No,,,,,,,Debt Consolidation,0.08,0.00667,Current,0.207,PP-AA,0,24453.86,24034.26,495.84,,0.207,0
Prosper,PAR_2026_1,2473555,12/31/2025,36,12/16/2025,1/16/2026,12/16/2028,0,36,686,,,,,,No,,,,,,,Debt Consolidation,0.2011,0.01676,Current,0.5411,PP-C,1,21975.61,21975.61,817.92,,0.5411,0
Prosper,PAR_2026_1,2477698,12/31/2025,60,12/23/2025,1/23/2026,12/23/2030,0,60,683,,,,,,No,,,,,,,Home Improvement,0.2953,0.02461,Current,0.3354,PP-E,1,12000,12000,384.78,,0.3354,0
Prosper,PAR_2026_1,2463306,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,660,,,,,,No,,,,,,,Debt Consolidation,0.1225,0.01021,Current,0.0865,PP-B,0,6592.68,6592.68,147.48,,0.0865,0
Prosper,PAR_2026_1,2467773,12/31/2025,48,12/16/2025,1/16/2026,12/16/2029,0,48,640,,,,,,No,,,,,,,Debt Consolidation,0.2244,0.0187,Current,0.2451,PP-D,0,12000,12000,380.95,,0.2451,0
Prosper,PAR_2026_1,2469609,12/31/2025,60,12/18/2025,1/18/2026,12/18/2030,0,60,801,,,,,,No,,,,,,,Debt Consolidation,0.1228,0.01023,Current,0.461,PP-A,1,7500,7500,167.9,,0.461,0
Prosper,PAR_2026_1,2464101,12/31/2025,36,12/10/2025,1/10/2026,12/10/2028,0,36,714,,,,,,No,,,,,,,Other,0.1055,0.00879,Current,0.0746,PP-A,0,6000,6000,195.16,,0.0746,0
Prosper,PAR_2026_1,2475573,12/31/2025,60,12/30/2025,1/30/2026,12/30/2030,0,60,705,,,,,,No,,,,,,,Debt Consolidation,0.1055,0.00879,Current,0.3706,PP-A,1,42500,42500,914.54,,0.3706,0
Prosper,PAR_2026_1,2474514,12/31/2025,60,12/29/2025,1/29/2026,12/29/2030,0,60,785,,,,,,No,,,,,,,Debt Consolidation,0.0846,0.00705,Current,0.3109,PP-AA,1,16302.58,16302.58,334.16,,0.3109,0
Prosper,PAR_2026_1,2466471,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,683,,,,,,No,,,,,,,Debt Consolidation,0.1038,0.00865,Current,0.2075,PP-A,0,10868.38,10868.38,232.96,,0.2075,0
Prosper,PAR_2026_1,2471150,12/31/2025,60,12/22/2025,1/22/2026,12/22/2030,0,60,706,,,,,,No,,,,,,,Debt Consolidation,0.1039,0.00866,Current,0.2126,PP-A,0,16302.58,16302.58,349.52,,0.2126,0
Prosper,PAR_2026_1,2464444,12/31/2025,60,12/1/2025,1/1/2026,12/1/2030,0,60,670,,,,,,No,,,,,,,Debt Consolidation,0.2325,0.01938,Current,0.1195,PP-D,0,3332.96,3332.96,94.44,,0.1195,0
Prosper,PAR_2026_1,2468914,12/31/2025,48,12/9/2025,1/9/2026,12/9/2029,0,48,778,,,,,,No,,,,,,,Debt Consolidation,0.0809,0.00674,Current,0.2759,PP-AA,1,32605.15,32605.15,797.37,,0.2759,0
Prosper,PAR_2026_1,2480101,12/31/2025,60,12/29/2025,1/29/2026,12/29/2030,0,60,705,,,,,,No,,,,,,,Debt Consolidation,0.1423,0.01186,Current,0.2572,PP-B,0,11537.19,11537.19,269.83,,0.2572,0
Prosper,PAR_2026_1,2464261,12/31/2025,60,12/1/2025,1/1/2026,12/1/2030,0,60,699,,,,,,No,,,,,,,Debt Consolidation,0.1175,0.00979,Current,0.2272,PP-A,0,6000,6000,132.71,,0.2272,0
Prosper,PAR_2026_1,2467071,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,673,,,,,,No,,,,,,,Vacation,0.2404,0.02003,Current,0.0572,PP-D,0,3332.96,3332.96,95.96,,0.0572,0
Prosper,PAR_2026_1,2468252,12/31/2025,60,12/16/2025,1/16/2026,12/16/2030,0,60,791,,,,,,No,,,,,,,Debt Consolidation,0.2154,0.01795,Current,0.4421,PP-D,0,21108.77,21108.77,577.49,,0.4421,0
Prosper,PAR_2026_1,2474212,12/31/2025,36,12/16/2025,1/16/2026,12/16/2028,0,36,661,,,,,,No,,,,,,,Debt Consolidation,0.277,0.02308,Current,0.1738,PP-E,0,8500,8500,350.21,,0.1738,0
Prosper,PAR_2026_1,2473127,12/31/2025,60,12/24/2025,1/24/2026,12/24/2030,0,60,649,,,,,,No,,,,,,,Other,0.1887,0.01573,Current,0.4397,PP-C,0,7000,7000,181.08,,0.4397,0
Prosper,PAR_2026_1,2464546,12/31/2025,60,12/1/2025,1/1/2026,12/1/2030,0,60,644,,,,,,No,,,,,,,Debt Consolidation,0.2445,0.02038,Current,0.1733,PP-E,0,16664.82,16664.82,483.78,,0.1733,0
Prosper,PAR_2026_1,2459264,12/31/2025,48,12/2/2025,1/2/2026,12/2/2029,0,48,694,,,,,,No,,,,,,,Other,0.1026,0.00855,Current,0.2918,PP-A,1,9238.13,9238.13,235.46,,0.2918,0
Prosper,PAR_2026_1,2468803,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,665,,,,,,No,,,,,,,Debt Consolidation,0.1104,0.0092,Current,0.141,PP-A,0,16500,16500,359.08,,0.141,0
Prosper,PAR_2026_1,2476783,12/31/2025,48,12/22/2025,1/22/2026,12/22/2029,0,48,646,,,,,,No,,,,,,,Household Expenses,0.2851,0.02376,Current,0.3682,PP-E,0,6000,6000,210.87,,0.3682,0
Prosper,PAR_2026_1,2463134,12/31/2025,60,12/9/2025,1/9/2026,12/9/2030,0,60,741,,,,,,No,,,,,,,Debt Consolidation,0.0836,0.00697,Current,0.1155,PP-AA,0,39126.18,39126.18,800.1,,0.1155,0
Prosper,PAR_2026_1,2467405,12/31/2025,60,12/5/2025,1/5/2026,12/5/2030,0,60,711,,,,,,No,,,,,,,Debt Consolidation,0.2891,0.02409,Current,0.4755,PP-E,0,9500,9500,301.03,,0.4755,0
Prosper,PAR_2026_1,2466665,12/31/2025,60,12/15/2025,1/15/2026,12/15/2030,0,60,764,,,,,,No,,,,,,,Debt Consolidation,0.0859,0.00716,Current,0.2105,PP-AA,0,35865.67,35865.67,737.4,,0.2105,0
Prosper,PAR_2026_1,2474585,12/31/2025,36,12/29/2025,1/29/2026,12/29/2028,0,36,648,,,,,,No,,,,,,,Other,0.2492,0.02077,Current,0.0701,PP-E,0,2000,2000,79.44,,0.0701,0
Prosper,PAR_2026_1,2466985,12/31/2025,60,12/5/2025,1/5/2026,12/5/2030,0,60,713,,,,,,No,,,,,,,Debt Consolidation,0.1418,0.01182,Current,0.1507,PP-B,0,20500,20500,478.91,,0.1507,0
Prosper,PAR_2026_1,2466478,12/31/2025,36,12/4/2025,1/4/2026,12/4/2028,0,36,690,,,,,,No,,,,,,,Debt Consolidation,0.1822,0.01518,Current,0.2054,PP-C,0,16000,16000,580.21,,0.2054,0
Prosper,PAR_2026_1,2466923,12/31/2025,36,12/16/2025,1/16/2026,12/16/2028,0,36,683,,,,,,No,,,,,,,Debt Consolidation,0.2093,0.01744,Current,0.3733,PP-D,1,5000,5000,188.2,,0.3733,0
Prosper,PAR_2026_1,2465261,12/31/2025,60,12/11/2025,1/11/2026,12/11/2030,0,60,707,,,,,,No,,,,,,,Debt Consolidation,0.0999,0.00833,Current,0.2186,PP-A,0,45500,45500,966.52,,0.2186,0
Prosper,PAR_2026_1,2480347,12/31/2025,60,12/29/2025,1/29/2026,12/29/2030,0,60,707,,,,,,No,,,,,,,Debt Consolidation,0.1057,0.00881,Current,0.2964,PP-A,0,17000,17000,365.99,,0.2964,0
