vint_moyy,fico_bkt,fico_bkt_coupon
201212,700-740,0.07823756345177665
201212,740+,0.07715073891625615
201212,<540,0.20364909240924092
201301,540-580,0.18579597989949748
201301,580-620,0.1563492957746479
201301,620-660,0.13068699494949496
201301,660-700,0.10407553763440859
201301,700-740,0.08377808988764045
201301,740+,0.0775964705882353
201301,<540,0.2044849431818182
201302,540-580,0.18929156746031747
201302,580-620,0.15912692307692308
201302,620-660,0.12973764258555134
201302,660-700,0.10611363636363637
201302,700-740,0.07901968085106384
201302,740+,0.07979509202453988
201302,<540,0.20722130919220055
201303,540-580,0.18514217741935485
201303,580-620,0.15893373155305693
201303,620-660,0.13299981024667934
201303,660-700,0.10448349146110057
201303,700-740,0.08378252032520324
201303,740+,0.07849573459715639
201303,<540,0.2041209552238806
201304,540-580,0.18350520072992701
201304,580-620,0.15660714285714286
201304,620-660,0.1287959272097054
201304,660-700,0.09562373158756138
201304,700-740,0.07274289855072463
201304,740+,0.06598815028901735
201304,<540,0.20088829039812645
201305,540-580,0.17952436323366555
201305,580-620,0.15386056439942114
201305,620-660,0.11909409937888199
201305,660-700,0.0889161865569273
201305,700-740,0.06560818965517241
201305,740+,0.05824663120567376
201305,<540,0.19927137305699483
201306,540-580,0.17132827687776142
201306,580-620,0.1521605137963844
201306,620-660,0.11999010067114094
201306,660-700,0.08842824010914051
201306,700-740,0.0662071287128713
201306,740+,0.05517437275985663
201306,<540,0.19291838487972507
201307,540-580,0.1844169491525424
201307,580-620,0.15954132622853762
201307,620-660,0.12479905660377358
201307,660-700,0.08885016501650164
201307,700-740,0.06864530477759473
201307,740+,0.056609244992295846
201307,<540,0.20078447387785137
201308,540-580,0.18701533923303837
201308,580-620,0.16101377331420375
201308,620-660,0.12303220338983051
201308,660-700,0.08638097297297297
201308,700-740,0.06672946564885496
201308,740+,0.04963683060109289
201308,<540,0.20207354581673306
201309,540-580,0.1810331013916501
201309,580-620,0.1586289697908598
201309,620-660,0.12008173758865248
201309,660-700,0.08656073781291174
201309,700-740,0.0639907156673114
201309,740+,0.05147154213036566
201309,<540,0.20172501872659176
201310,540-580,0.17879680948040108
201310,580-620,0.1546400576368876
201310,620-660,0.118422868852459
201310,660-700,0.08131625487646295
201310,700-740,0.06617455968688844
201310,740+,0.05444795918367347
201310,<540,0.19759165390505362
201311,540-580,0.1776838329764454
201311,580-620,0.15505188536953243
201311,620-660,0.11756556939501779
201311,660-700,0.08701745810055865
201311,700-740,0.06356921119592876
201311,740+,0.056495032397408204
201311,<540,0.19577874762808348
201312,540-580,0.16924679284963196
201312,580-620,0.14798666666666666
201312,620-660,0.11843066424021839
201312,660-700,0.0840878467635403
201312,700-740,0.0626369387755102
201312,740+,0.05063616298811545
201312,<540,0.18610239361702127
201401,540-580,0.17334624329159212
201401,580-620,0.14654036697247705
201401,620-660,0.11633968386023295
201401,660-700,0.08119769392033542
201401,700-740,0.06272449799196787
201401,740+,0.045562
201401,<540,0.19636045958795564
201402,540-580,0.179426012793177
201402,580-620,0.15048285562632696
201402,620-660,0.13080162059103909
201402,660-700,0.094819140625
201402,700-740,0.08299873417721519
201402,740+,0.0651
201402,<540,0.19813878787878786
201403,540-580,0.1791253740648379
201403,580-620,0.15031607142857142
201403,620-660,0.13007515808491418
201403,660-700,0.10161281588447654
201403,700-740,0.08095061224489795
201403,740+,0.05914447115384615
201403,<540,0.1979082117774176
201404,540-580,0.1803157597173145
201404,580-620,0.1527380323935213
201404,620-660,0.1332917345750873
201404,660-700,0.11454550408719347
201404,700-740,0.09956953642384106
201404,740+,0.074975
201404,<540,0.19831556811048337
201405,540-580,0.17483371848739496
201405,580-620,0.15018200972447326
201405,620-660,0.1272520041109969
201405,660-700,0.0976016355140187
201405,700-740,0.08003448275862068
201405,740+,0.05202506329113924
201405,<540,0.19553232432432432
201406,540-580,0.17381238348868175
201406,580-620,0.15311792183031459
201406,620-660,0.1179610630407911
201406,660-700,0.08913744588744589
201406,700-740,0.08046425120772946
201406,740+,0.06144089068825911
201406,<540,0.19638195754716983
201407,540-580,0.17638372881355932
201407,580-620,0.15391275337837837
201407,620-660,0.1139414151925078
201407,660-700,0.08286757925072047
201407,700-740,0.0658717868338558
201407,740+,0.047641630901287556
201407,<540,0.19735435501653803
201408,540-580,0.17124699599465956
201408,580-620,0.14830449236298293
201408,620-660,0.11583517406962786
201408,660-700,0.08412657091561938
201408,700-740,0.06928428093645485
201408,740+,0.04329057815845824
201408,<540,0.19532602377807132
201409,540-580,0.17116765375854215
201409,580-620,0.14817374784110535
201409,620-660,0.12259441747572815
201409,660-700,0.08823153846153846
201409,700-740,0.06851526717557252
201409,740+,0.04481225490196079
201409,<540,0.19509221556886228
201410,540-580,0.1736939393939394
201410,580-620,0.1566450847457627
201410,620-660,0.12000043859649122
201410,660-700,0.08373237704918034
201410,700-740,0.06885689655172414
201410,740+,0.04793888888888889
201410,<540,0.19386252427184467
201411,540-580,0.1836532981530343
201411,580-620,0.16150529661016952
201411,620-660,0.1352311111111111
201411,660-700,0.097909604519774
201411,700-740,0.07072637362637363
201411,740+,0.05126272189349112
201411,<540,0.20251519274376417
201412,540-580,0.18269020100502514
201412,580-620,0.15880273224043714
201412,620-660,0.1345941475826972
201412,660-700,0.10843317307692307
201412,700-740,0.0957264367816092
201412,740+,0.060432608695652174
201412,<540,0.20250927601809957
201501,540-580,0.17757226277372262
